Customer_Number,Monetary,Frequency,Last.Purchase,average.number.of.cds,recency,purchase.amount.time2,retained
12832,34.61,2,5/11/97,2.5,142,NA,0
12833,15.76,1,2/15/97,1,227,NA,0
12834,12.97,1,2/16/97,1,226,NA,0
12835,12.49,1,2/16/97,1,226,NA,0
12836,78.41,1,2/16/97,5,226,NA,0
12837,23.54,1,2/16/97,2,226,NA,0
12838,21.67375,8,9/16/97,1.125,14,30.89285714,1
12839,10.88,2,9/15/97,1,15,NA,0
12840,24.98,1,2/16/97,2,226,26.99,1
12841,13.97,1,2/16/97,1,226,NA,0
12842,103.468,5,8/20/97,6.4,41,66.65,1
12843,14.89666667,3,8/3/97,1,58,33.65909091,1
12844,10.99,1,2/16/97,1,226,NA,0
12845,36.72444444,9,7/27/97,2.333333333,65,77.88,1
12846,12.49,1,2/16/97,1,226,NA,0
12847,15.96,1,2/16/97,1,226,NA,0
12848,20.35,2,8/17/97,1.5,44,NA,0
12849,14.37,1,2/16/97,1,226,NA,0
12850,29.26,3,5/4/97,2.333333333,149,NA,0
12851,19.99,1,2/16/97,1,226,NA,0
12852,44.139,10,7/21/97,3.4,71,32.72,1
12853,18.755,2,2/18/97,1.5,224,NA,0
12854,30.32,1,2/16/97,2,226,NA,0
12855,15.96,1,2/16/97,1,226,12.99,1
12856,22.15,2,7/17/97,1.5,75,58.46,1
12857,60.71,2,7/29/97,3,63,NA,0
12858,10.77,1,2/16/97,1,226,NA,0
12859,40.51,1,2/16/97,3,226,NA,0
12860,50.99125,16,9/18/97,2.125,12,39.63384615,1
12861,23.04,2,2/22/97,2,220,NA,0
12862,21.94,1,2/21/97,2,221,NA,0
12863,23.54,1,2/16/97,2,226,NA,0
12864,9.77,1,2/16/97,1,226,NA,0
12865,25.312,5,8/24/97,1.6,37,NA,0
12866,58.77,1,2/16/97,1,226,NA,0
12867,8.77,2,2/16/97,1,226,NA,0
12868,24.9,1,2/16/97,1,226,NA,0
12869,25.77,1,2/16/97,1,226,NA,0
12870,13.725,2,7/19/97,1,73,NA,0
12871,9.95,8,7/7/97,1,85,NA,0
12872,39.93666667,6,8/4/97,3,57,NA,0
12873,22.54,1,2/16/97,2,226,NA,0
12874,73.71,1,2/16/97,3,226,NA,0
12875,103.73,1,2/16/97,7,226,NA,0
12876,15.36,1,2/16/97,1,226,NA,0
12877,30.32,1,2/16/97,2,226,NA,0
12878,33.84,5,4/29/97,2.8,154,41.98,1
12879,73.44,1,2/17/97,5,225,64.5225,1
12880,10.77,1,2/16/97,1,226,NA,0
12881,45.06,1,2/16/97,4,226,NA,0
12882,15.96,1,2/16/97,1,226,52.3075,1
12883,126.1266667,3,5/31/97,8.666666667,122,NA,0
12884,48.42,3,5/19/97,3,134,NA,0
12885,73.1,5,9/27/97,5.4,3,75.185,1
12886,9.135,2,5/14/97,1,139,NA,0
12887,29.92,1,2/16/97,2,226,NA,0
12888,44.69,1,2/16/97,3,226,NA,0
12889,16.36,1,2/16/97,1,226,NA,0
12890,13.9675,4,5/23/97,1,130,12.49,1
12891,29.35,1,2/16/97,2,226,18.49,1
12892,28.76454545,11,8/23/97,2.363636364,38,35.8475,1
12893,25.375,2,3/11/97,1.5,203,NA,0
12894,12.49,1,2/16/97,1,226,NA,0
12895,15.36,1,2/16/97,1,226,NA,0
12896,29.33888889,9,8/5/97,2,56,13.99,1
12897,29.92,1,2/16/97,2,226,NA,0
12898,11.97,1,2/16/97,1,226,NA,0
12899,14.96,1,2/16/97,1,226,29.985,1
12900,12.77,1,2/16/97,1,226,NA,0
12901,87.445,2,6/24/97,5.5,98,NA,0
12902,164.7525,4,9/13/97,13.75,17,33.73,1
12903,29.535,4,5/2/97,2,151,NA,0
12904,83.77,1,2/16/97,1,226,NA,0
12905,31.32,1,2/16/97,2,226,NA,0
12906,42.485,2,3/23/97,1.5,191,30.05142857,1
12907,12.97,1,2/16/97,1,226,13.74,1
12908,13.54,1,2/25/97,2,217,NA,0
12909,31.46333333,3,4/19/97,2.333333333,164,NA,0
12910,23.54,1,3/18/97,2,196,NA,0
12911,75.97,1,2/16/97,3,226,NA,0
12912,92.79,1,2/16/97,7,226,NA,0
12913,29.13,2,7/7/97,2,85,38.244,1
12914,46.92,2,3/18/97,3,196,NA,0
12915,19.476,5,8/13/97,1.4,48,22.98,1
12916,43.38,2,2/20/97,3.5,222,43.22,1
12917,49.94,1,2/16/97,3,226,23.9,1
12918,20.128,5,7/30/97,1.2,62,NA,0
12919,12.49,1,2/16/97,1,226,NA,0
12920,40.292,5,7/29/97,2.4,63,28.49,1
12921,20.99,1,2/16/97,1,226,NA,0
12922,9.77,1,2/16/97,1,226,NA,0
12923,22.175,2,7/26/97,1,66,NA,0
12924,47.98,1,2/16/97,2,226,13.49,1
12925,33.625,2,7/30/97,2.5,62,37.86,1
12926,56.49,1,2/16/97,3,226,NA,0
12927,14.37,1,2/16/97,1,226,NA,0
12928,164.3,1,2/16/97,12,226,56.46,1
12929,27.335,2,5/9/97,2,144,NA,0
12930,33.31,1,2/16/97,3,226,NA,0
12931,49.37,1,2/16/97,1,226,NA,0
12932,41.93,1,2/16/97,3,226,NA,0
12933,20.97,1,2/16/97,1,226,NA,0
12934,14.8175,12,9/20/97,1.083333333,10,24.442,1
12935,42.71,1,2/16/97,3,226,NA,0
12936,11.77,1,2/16/97,1,226,NA,0
12937,29.95,2,3/8/97,2,206,NA,0
12938,50.075,2,5/10/97,4,143,39.72333333,1
12939,73.578,5,7/30/97,3,62,74.46,1
12940,32.37,1,2/16/97,1,226,NA,0
12941,144.99,3,4/4/97,7.333333333,179,NA,0
12942,31.32,1,2/16/97,2,226,NA,0
12943,39.31,1,2/16/97,3,226,NA,0
12944,25.73,1,2/16/97,2,226,NA,0
12945,21.99,1,2/16/97,1,226,NA,0
12946,11.27,2,7/3/97,1,89,12.235,1
12947,27.01833333,6,6/21/97,1.833333333,101,21.51625,1
12948,13.97,1,2/16/97,1,226,40.015,1
12949,53.55,3,6/27/97,4,95,41.865,1
12950,16.36,1,2/16/97,1,226,NA,0
12951,14.37,1,2/16/97,1,226,NA,0
12952,39.825,2,2/25/97,2.5,217,NA,0
12953,27.02,9,9/30/97,2,0,24.905,1
12954,24.74,1,2/16/97,2,226,44.39333333,1
12955,54.98,2,7/30/97,2,62,NA,0
12956,49.94,1,2/16/97,4,226,NA,0
12957,51.67,1,2/16/97,4,226,NA,0
12958,12.77,1,2/16/97,1,226,NA,0
12959,56.1,1,2/16/97,3,226,34.06,1
12960,17.74,2,3/13/97,1,201,NA,0
12961,44.74,1,2/16/97,3,226,NA,0
12962,14.065,2,3/13/97,1,201,NA,0
12963,13.9875,12,8/20/97,1,41,14.35857143,1
12964,22.84,2,9/1/97,1.5,29,12.99,1
12965,24.36,1,2/16/97,4,226,19.78,1
12966,21.54,1,2/16/97,2,226,NA,0
12967,47.595,2,3/5/97,3,209,NA,0
12968,10.27,2,5/13/97,1,140,NA,0
12969,9.98,1,2/16/97,1,226,NA,0
12970,33.51,1,2/16/97,3,226,NA,0
12971,12.77,1,2/16/97,1,226,NA,0
12972,38.99,1,2/16/97,1,226,26.98,1
12973,39.35,1,2/16/97,2,226,122.9,1
12974,19.99,1,2/16/97,1,226,NA,0
12975,11.77,1,2/16/97,1,226,NA,0
12976,9.465,2,7/23/97,1,69,NA,0
12977,11.385,8,9/2/97,1.125,28,16.088,1
12978,15.36,2,3/30/97,1,184,NA,0
12979,15.96,1,2/16/97,1,226,NA,0
12980,9.77,1,2/16/97,1,226,NA,0
12981,30.025,2,4/12/97,2,171,NA,0
12982,12.49,1,2/16/97,1,226,NA,0
12983,42.771,10,9/27/97,2.5,3,19.985,1
12984,20.76,1,2/16/97,2,226,NA,0
12985,42.49,1,2/16/97,3,226,38.655,1
12986,197.33,1,2/18/97,15,224,23.51333333,1
12987,10.77,1,2/16/97,1,226,NA,0
12988,15.77,2,4/21/97,1.5,162,12.99,1
12989,28.76,1,2/16/97,2,226,NA,0
12990,10.77,1,2/16/97,1,226,NA,0
12991,18.76,1,2/16/97,2,226,34.31333333,1
12992,14.37,1,2/16/97,1,226,NA,0
12993,78.5125,4,8/30/97,5.75,31,36.925,1
12994,13.97,1,2/16/97,1,226,NA,0
12995,15.14,5,9/27/97,1.2,3,NA,0
12996,24.0625,4,9/29/97,1.75,1,40.6375,1
12997,15.36,1,2/16/97,1,226,NA,0
12998,27.94,1,2/16/97,2,226,NA,0
12999,49.92,2,2/27/97,3.5,215,34.32875,1
13000,12.37,2,4/6/97,1,177,NA,0
13001,15.36,1,2/16/97,1,226,NA,0
13002,24.35,1,2/16/97,2,226,NA,0
13003,51.31,1,2/16/97,3,226,NA,0
13004,11.77,1,2/16/97,1,226,NA,0
13005,15.36,1,2/16/97,1,226,NA,0
13006,10.27,2,7/8/97,1,84,NA,0
13007,9.576666667,3,9/5/97,1,25,14.55,1
13008,91.965,2,6/5/97,6,117,NA,0
13009,55.76,1,2/16/97,2,226,NA,0
13010,17.38,2,3/2/97,1,212,NA,0
13011,10.385,2,9/30/97,1,0,12.99,1
13012,19.23,3,9/5/97,1.333333333,25,13.99,1
13013,19.855,2,6/25/97,1.5,97,17.9875,1
13014,29.98,1,2/16/97,2,226,NA,0
13015,12.49,1,2/16/97,1,226,NA,0
13016,15.99,1,2/16/97,1,226,NA,0
13017,19.328,5,8/5/97,1,56,19.485,1
13018,26.93,1,2/16/97,2,226,37.47,1
13019,24.896,5,7/4/97,2,88,11.88,1
13020,31.23666667,3,7/23/97,2.333333333,69,NA,0
13021,32.46,2,2/26/97,2.5,216,46.99,1
13022,14.99,1,3/9/97,1,205,NA,0
13023,45.3475,4,7/30/97,3.75,62,40.47,1
13024,14.58,2,4/11/97,1,172,NA,0
13025,28.99,1,2/16/97,1,226,NA,0
13026,11.77,1,2/16/97,1,226,NA,0
13027,14.37,1,2/16/97,1,226,14.99,1
13028,36.31,1,2/16/97,3,226,NA,0
13029,32.92,1,2/16/97,2,226,NA,0
13030,24.95,1,2/16/97,2,226,NA,0
13031,21.99,1,2/16/97,1,226,NA,0
13032,17.56833333,6,9/24/97,1.166666667,6,26.984,1
13033,58.32,1,2/16/97,3,226,NA,0
13034,11.65,3,2/26/97,1,216,15.49,1
13035,50.4575,4,7/26/97,3.25,66,54.715,1
13036,15.36,1,2/16/97,1,226,NA,0
13037,13.97,1,2/16/97,1,226,NA,0
13038,13.97,1,2/16/97,1,226,NA,0
13039,78,1,2/16/97,6,226,NA,0
13040,14.96,1,2/16/97,1,226,NA,0
13041,17.97,1,2/16/97,1,226,NA,0
13042,6.77,1,2/16/97,1,226,NA,0
13043,25.74,1,2/16/97,2,226,14.53,1
13044,12.97,1,2/16/97,1,226,NA,0
13045,31.99,1,2/16/97,1,226,NA,0
13046,34.99,1,2/16/97,1,226,NA,0
13047,16.99,1,2/16/97,1,226,NA,0
13048,11.77,1,2/16/97,1,226,NA,0
13049,7.78,1,2/16/97,1,226,39.97,1
13050,29.92,1,2/20/97,2,222,NA,0
13051,13.97,1,2/16/97,1,226,NA,0
13052,13.97,1,2/16/97,1,226,37.94,1
13053,31.995,2,5/21/97,2,132,25.635,1
13054,22.74,1,2/16/97,2,226,NA,0
13055,18.3,3,8/29/97,1.333333333,32,NA,0
13056,10.78,1,2/16/97,1,226,NA,0
13057,18.36,1,2/16/97,1,226,NA,0
13058,11.56,1,2/17/97,2,225,NA,0
13059,59.07,1,2/25/97,4,217,NA,0
13060,23.99,1,2/16/97,1,226,NA,0
13061,15.96,1,2/16/97,1,226,NA,0
13062,13.97,1,2/16/97,1,226,NA,0
13063,20.91,3,9/12/97,1.333333333,18,39.31,1
13064,15.36,1,2/16/97,1,226,NA,0
13065,13.97,2,4/24/97,1,159,NA,0
13066,26.74,1,2/16/97,2,226,21.98,1
13067,24.92,4,2/26/97,1.5,216,NA,0
13068,10.88,2,2/16/97,1,226,NA,0
13069,26.14,1,2/16/97,2,226,NA,0
13070,214.95,1,2/16/97,2,226,NA,0
13071,15.16,2,6/24/97,1,98,NA,0
13072,29.99,1,2/16/97,1,226,NA,0
13073,13.97,1,2/16/97,1,226,NA,0
13074,46.09428571,7,4/8/97,3,175,NA,0
13075,13.97,1,2/16/97,1,226,NA,0
13076,16.965,4,9/1/97,1.25,29,36.786,1
13077,17.9,1,2/16/97,1,226,NA,0
13078,70.6225,4,7/4/97,4.25,88,75.295,1
13079,15.76,1,2/16/97,1,226,16.49,1
13080,22.99,1,2/16/97,1,226,NA,0
13081,17.56,2,3/6/97,1.5,208,NA,0
13082,11.77,1,2/16/97,1,226,NA,0
13083,10.77,1,2/16/97,1,226,NA,0
13084,9.77,1,2/16/97,1,226,NA,0
13085,66.7725,4,5/27/97,6.75,126,NA,0
13086,11.77,1,2/16/97,1,226,NA,0
13087,27.94,1,2/16/97,2,226,NA,0
13088,40.075,2,5/3/97,3,150,NA,0
13089,214.51,1,2/16/97,8,226,NA,0
13090,26.73,1,2/16/97,2,226,53.97,1
13091,17.3,1,2/16/97,1,226,NA,0
13092,15.36,2,8/16/97,1,45,NA,0
13093,78.225,2,3/8/97,3.5,206,73.44666667,1
13094,78.82333333,3,9/11/97,5.333333333,19,57.29666667,1
13095,9.97,1,2/16/97,1,226,NA,0
13096,14.96,1,2/16/97,1,226,NA,0
13097,30.32,1,2/18/97,2,224,NA,0
13098,11.77,1,2/16/97,1,226,NA,0
13099,51.625,2,7/16/97,2.5,76,31.39333333,1
13100,29.92,1,3/11/97,2,203,NA,0
13101,11.77,1,2/16/97,1,226,15.49,1
13102,14.96,1,2/16/97,1,226,NA,0
13103,14.28,2,7/5/97,1,87,NA,0
13104,6.79,1,2/16/97,1,226,NA,0
13105,29.1975,4,9/13/97,2,17,NA,0
13106,28.996,5,7/22/97,1.4,70,24.48,1
13107,25.74,1,2/16/97,2,226,NA,0
13108,25.95,2,3/12/97,1.5,202,NA,0
13109,15.87,2,4/19/97,1,164,NA,0
13110,24.94,1,2/16/97,2,226,NA,0
13111,35.82,2,3/16/97,2.5,198,NA,0
13112,9.98,2,8/29/97,1,32,NA,0
13113,11.77,1,2/17/97,1,225,105.41,1
13114,35.71,2,9/10/97,2.5,20,27.925,1
13115,15.36,1,2/16/97,1,226,NA,0
13116,9.64,2,2/24/97,1,218,15.455,1
13117,15.79888889,9,9/19/97,1.222222222,11,24.14666667,1
13118,13.97,1,2/16/97,1,226,25.86,1
13119,38.415,4,6/25/97,2.5,97,36.47,1
13120,20.3,1,2/16/97,1,226,NA,0
13121,20.08241379,29,8/23/97,1.448275862,38,NA,0
13122,70.01428571,7,8/10/97,3,51,NA,0
13123,15.36,1,2/16/97,1,226,NA,0
13124,34.835,2,3/4/97,4,210,NA,0
13125,14.9,1,2/16/97,1,226,NA,0
13126,21.95333333,3,8/30/97,1,31,35.48,1
13127,13.11,2,8/13/97,1,48,12.58,1
13128,12.57,3,7/16/97,1,76,18.82,1
13129,17.27,2,3/23/97,1,191,15.49,1
13130,37.94,1,2/17/97,2,225,NA,0
13131,55.47,1,2/17/97,4,225,NA,0
13132,28.93,1,2/17/97,2,225,NA,0
13133,31.125,2,3/31/97,2.5,183,NA,0
13134,35.8,3,6/24/97,2.333333333,98,NA,0
13135,27.73,1,2/17/97,2,225,NA,0
13136,25.675,2,8/17/97,1,44,NA,0
13137,9.77,1,2/16/97,1,226,NA,0
13138,58.66,1,2/17/97,4,225,NA,0
13139,16.99,1,2/17/97,1,225,NA,0
13140,10.77,1,2/17/97,1,225,NA,0
13141,33.4,1,2/17/97,2,225,NA,0
13142,16.36,2,3/9/97,1.5,205,NA,0
13143,15.96,1,2/17/97,1,225,NA,0
13144,17.9,1,2/17/97,1,225,NA,0
13145,19.805,4,5/14/97,1.75,139,27.48,1
13146,14.37,1,2/17/97,1,225,NA,0
13147,32.99666667,3,8/18/97,2,43,66.74,1
13148,29.93,1,2/17/97,2,225,12.99,1
13149,18.29,4,9/13/97,1.5,17,12.24,1
13150,14.465,2,2/22/97,1,220,NA,0
13151,14.96,1,2/19/97,1,223,NA,0
13152,75.39,1,2/17/97,7,225,NA,0
13153,9.9325,4,9/7/97,1,23,NA,0
13154,18.76,1,2/17/97,1,225,NA,0
13155,15.76,1,2/17/97,1,225,NA,0
13156,10.9,1,2/17/97,1,225,16.985,1
13157,155.37,1,2/17/97,1,225,NA,0
13158,40.09,1,2/17/97,2,225,NA,0
13159,17.81333333,3,4/1/97,1,182,NA,0
13160,29.18,2,2/19/97,1,223,NA,0
13161,37.665,2,3/31/97,2,183,37.97,1
13162,21.355,2,8/1/97,1.5,60,10.49,1
13163,16.2625,4,8/2/97,1.25,59,27.98,1
13164,37.0975,4,7/31/97,2,61,15.24,1
13165,28.99,1,2/17/97,1,225,NA,0
13166,46.75,1,2/18/97,3,224,NA,0
13167,49.97,3,9/26/97,3.666666667,4,79.76148936,1
13168,22.166,5,5/11/97,1.4,142,13.15666667,1
13169,13.095,2,2/28/97,1,214,NA,0
13170,12.488,5,6/2/97,1,120,NA,0
13171,111.615,2,4/21/97,7.5,162,83.01666667,1
13172,34.495,8,6/15/97,2.625,107,58.65333333,1
13173,23.105,2,9/13/97,2,17,28.87,1
13174,41.5,1,2/17/97,4,225,38.96,1
13175,11.77,1,2/17/97,1,225,16.98,1
13176,77.065,2,3/23/97,3.5,191,NA,0
13177,13.28,2,3/17/97,1,197,11.49,1
13178,22.352,5,8/27/97,1.4,34,17.53,1
13179,75.41,1,2/17/97,5,225,NA,0
13180,19.99,1,2/17/97,1,225,NA,0
13181,15.73,3,4/8/97,1.333333333,175,23.98,1
13182,34.00666667,3,6/28/97,2.333333333,94,43.22,1
13183,15.36,1,2/17/97,1,225,107.505,1
13184,33.98,1,2/17/97,2,225,NA,0
13185,15.36,1,2/26/97,1,216,NA,0
13186,38.325,2,6/15/97,2.5,107,52.96,1
13187,32.54,1,2/17/97,2,225,NA,0
13188,26.56,1,2/17/97,2,225,NA,0
13189,13.77,1,2/17/97,1,225,NA,0
13190,42.39666667,3,9/21/97,2.333333333,9,33.64,1
13191,12.77,2,4/1/97,1,182,NA,0
13192,25.99,1,2/17/97,1,225,NA,0
13193,15.96,1,2/17/97,1,225,NA,0
13194,61.87666667,3,8/22/97,3.666666667,39,21.485,1
13195,55.77,1,2/17/97,1,225,NA,0
13196,34.71,5,6/24/97,2.6,98,37.47,1
13197,13.97,1,2/17/97,1,225,NA,0
13198,56.05,1,2/17/97,4,225,NA,0
13199,28.74,1,2/17/97,2,225,NA,0
13200,56.06,1,2/17/97,4,225,NA,0
13201,13.97,1,2/17/97,1,225,NA,0
13202,13.97,1,2/17/97,1,225,NA,0
13203,74.83,1,2/17/97,5,225,NA,0
13204,39.11,1,2/17/97,3,225,NA,0
13205,14.37,1,2/28/97,1,214,NA,0
13206,29.94333333,3,5/2/97,2.666666667,151,56.94,1
13207,50.106,5,9/22/97,3.6,8,NA,0
13208,31.67,1,2/17/97,2,225,NA,0
13209,9.98,1,2/17/97,1,225,NA,0
13210,25.34,1,2/17/97,2,225,19.985,1
13211,26.005,2,9/28/97,2.5,2,NA,0
13212,87.70571429,7,9/18/97,6.857142857,12,NA,0
13213,21.23,3,7/5/97,1.666666667,87,23.28,1
13214,14.43,3,6/26/97,1,96,NA,0
13215,12.97,1,2/17/97,1,225,NA,0
13216,13.77,1,2/17/97,1,225,NA,0
13217,11.99,1,2/17/97,1,225,NA,0
13218,12.77,1,2/17/97,1,225,NA,0
13219,137.04,1,3/20/97,9,194,NA,0
13220,89.74,1,2/17/97,4,225,NA,0
13221,12.49,1,2/18/97,1,224,NA,0
13222,11.77,2,2/18/97,1,224,28.47,1
13223,11.77,2,7/26/97,1,66,69.47,1
13224,41.51333333,3,3/6/97,2.666666667,208,NA,0
13225,6.77,1,2/17/97,1,225,NA,0
13226,27.73,1,2/17/97,2,225,NA,0
13227,32.51333333,9,8/20/97,2.222222222,41,22.98,1
13228,24.73,1,2/17/97,2,225,NA,0
13229,13.97,1,2/17/97,1,225,NA,0
13230,16.765,2,3/27/97,1.5,187,NA,0
13231,15.38,3,3/19/97,1,195,NA,0
13232,14.065,2,3/6/97,1,208,NA,0
13233,23.12666667,3,8/8/97,2.333333333,53,NA,0
13234,18.99,2,4/9/97,1,174,NA,0
13235,9.385,2,2/19/97,1,223,10.49,1
13236,23.66,2,3/13/97,2.5,201,NA,0
13237,11.77,1,2/17/97,1,225,28.975,1
13238,11.7,1,2/17/97,1,225,NA,0
13239,51.5,1,2/17/97,4,225,NA,0
13240,13.77,1,2/17/97,1,225,NA,0
13241,17.36,2,2/23/97,1.5,219,NA,0
13242,29.1,2,6/8/97,2,114,NA,0
13243,13.97,1,2/17/97,1,225,16.49,1
13244,44.29,1,2/17/97,3,225,NA,0
13245,36.895,2,9/28/97,2.5,2,35.30666667,1
13246,40.76,1,2/17/97,2,225,NA,0
13247,6.49,1,2/17/97,1,225,NA,0
13248,14.37,1,2/17/97,1,225,35.9,1
13249,20.56,3,3/19/97,2.333333333,195,NA,0
13250,22.635,2,8/12/97,1.5,49,NA,0
13251,10.77,1,2/17/97,1,225,NA,0
13252,22.74,1,2/17/97,2,225,11.88,1
13253,14.99,1,2/17/97,1,225,14.49,1
13254,12.675,2,3/10/97,1.5,204,NA,0
13255,12.49,1,2/17/97,1,225,NA,0
13256,30.14,1,2/17/97,2,225,NA,0
13257,14.79,1,2/17/97,1,225,NA,0
13258,14.38,2,4/15/97,1,168,31.49,1
13259,15.37,3,2/20/97,1,222,NA,0
13260,13.97,1,2/17/97,1,225,NA,0
13261,20.975,4,5/27/97,1.5,126,13.644,1
13262,79.2,2,8/25/97,4,36,NA,0
13263,190.415,2,7/31/97,13,61,NA,0
13264,14.99,2,3/17/97,1,197,25.235,1
13265,16.9025,8,8/20/97,1,41,18.735,1
13266,14.383,10,8/17/97,1.2,44,NA,0
13267,19.99,1,2/17/97,1,225,NA,0
13268,37.3,2,3/24/97,3.5,190,NA,0
13269,11.77,1,3/1/97,1,213,NA,0
13270,26.79,1,2/17/97,2,225,72.44,1
13271,13.97,1,2/17/97,1,225,NA,0
13272,26.99,1,2/17/97,1,225,NA,0
13273,30.72,1,2/17/97,2,225,NA,0
13274,75.88,2,4/2/97,1,181,14.49,1
13275,34.69571429,7,6/19/97,2,103,27.565,1
13276,16.36,1,2/17/97,1,225,NA,0
13277,55.715,4,7/28/97,4,64,NA,0
13278,14.96,1,2/17/97,1,225,NA,0
13279,24.955,2,3/10/97,1.5,204,12.99,1
13280,19.855,2,7/31/97,1.5,61,NA,0
13281,18.77,2,3/22/97,1,192,NA,0
13282,24.55,2,2/28/97,1.5,214,NA,0
13283,29.92,1,2/17/97,2,225,NA,0
13284,11.77,1,2/17/97,1,225,NA,0
13285,20.755,2,7/27/97,2,65,NA,0
13286,23.54,1,2/17/97,2,225,NA,0
13287,15.46,2,3/25/97,1,189,NA,0
13288,49.858,5,7/5/97,3.8,87,16.8,1
13289,25.77,1,2/17/97,1,225,NA,0
13290,20.78,1,3/5/97,1,209,NA,0
13291,14.665,2,9/1/97,1,29,NA,0
13292,31.32,2,6/22/97,3,100,25.97,1
13293,12.77,1,2/17/97,1,225,NA,0
13294,37.75,1,2/17/97,2,225,NA,0
13295,68.1,1,2/17/97,7,225,NA,0
13296,23.19333333,3,3/31/97,1.666666667,183,NA,0
13297,32.6075,4,7/28/97,2,64,27.14666667,1
13298,14.9,3,7/27/97,1,65,NA,0
13299,14.96,1,2/17/97,1,225,NA,0
13300,14.99,1,2/17/97,1,225,NA,0
13301,8.97,1,2/17/97,1,225,NA,0
13302,64.87,1,2/17/97,4,225,NA,0
13303,55.47,2,5/14/97,4,139,NA,0
13304,140.93,1,2/18/97,9,224,NA,0
13305,19.22333333,3,7/16/97,1.333333333,76,NA,0
13306,59.745,2,5/21/97,4,132,NA,0
13307,27.73,2,7/14/97,2,78,NA,0
13308,74.41,1,2/17/97,6,225,NA,0
13309,27.99,1,2/17/97,1,225,NA,0
13310,15.96,1,2/17/97,1,225,NA,0
13311,35.31,1,2/17/97,3,225,NA,0
13312,64.96,1,2/17/97,4,225,NA,0
13313,108.85,2,6/2/97,2.5,120,NA,0
13314,40.48,3,7/19/97,2.333333333,73,NA,0
13315,38.9,1,2/17/97,3,225,NA,0
13316,16.14142857,7,5/4/97,1,149,9.99,1
13317,39.72,1,2/17/97,4,225,NA,0
13318,50.68,1,2/17/97,4,225,NA,0
13319,20.03666667,3,9/28/97,1.333333333,2,28.67,1
13320,14.99,3,4/9/97,1,174,NA,0
13321,11.99,1,2/17/97,1,225,NA,0
13322,15.96,1,2/17/97,1,225,NA,0
13323,35.76666667,3,9/2/97,3,28,49.965,1
13324,11.77,1,2/17/97,1,225,NA,0
13325,15.36,1,2/17/97,1,225,NA,0
13326,12.87,2,4/15/97,1,168,NA,0
13327,13.865,2,2/17/97,1,225,NA,0
13328,44.054,5,8/21/97,3,40,71.872,1
13329,9.99,1,2/17/97,1,225,43.98,1
13330,27.21,4,2/27/97,1.5,215,NA,0
13331,16.67,1,2/17/97,2,225,NA,0
13332,22.02571429,7,6/24/97,1.857142857,98,41.8425,1
13333,19.97,1,2/17/97,1,225,NA,0
13334,15.36,1,2/17/97,1,225,NA,0
13335,16.956,5,7/31/97,1,61,18.15666667,1
13336,11.27,2,2/22/97,1,220,NA,0
13337,12.36666667,3,7/9/97,1,83,20.985,1
13338,41.69,1,3/13/97,3,201,48.71333333,1
13339,14.43,3,4/16/97,1,167,NA,0
13340,66.93,1,2/17/97,2,225,NA,0
13341,13.76,1,2/17/97,2,225,NA,0
13342,10.58,2,3/27/97,1,187,16.99,1
13343,44.69,1,2/17/97,3,225,NA,0
13344,30.72,1,2/17/97,2,225,NA,0
13345,32.73,4,7/28/97,2.25,64,51.525,1
13346,65.86,1,2/17/97,7,225,32.13666667,1
13347,15.9,1,2/17/97,1,225,NA,0
13348,50.004,5,4/28/97,2.4,155,NA,0
13349,13.97,1,2/17/97,1,225,NA,0
13350,17.4775,4,7/1/97,1,91,NA,0
13351,56.66666667,3,8/19/97,4.333333333,42,NA,0
13352,5.78,1,2/17/97,1,225,NA,0
13353,27.99,1,2/17/97,1,225,NA,0
13354,14.96,1,2/17/97,1,225,24.46,1
13355,40.3,1,2/17/97,3,225,NA,0
13356,13.97,1,2/17/97,1,225,NA,0
13357,31.72,1,2/17/97,2,225,NA,0
13358,41.91,1,2/17/97,3,225,NA,0
13359,13.97,1,2/19/97,1,223,NA,0
13360,48.97,1,2/17/97,3,225,NA,0
13361,132.61,4,6/22/97,4.25,100,NA,0
13362,9.98,1,2/17/97,1,225,19.735,1
13363,21.13,2,9/9/97,1,21,33.6025,1
13364,24.155,2,4/5/97,1.5,178,31.98,1
13365,29.99,1,2/17/97,1,225,NA,0
13366,30.72,1,2/17/97,2,225,NA,0
13367,17.3,1,2/17/97,1,225,18.49,1
13368,26.54,3,8/11/97,1.666666667,50,26.56333333,1
13369,15.76,1,2/17/97,1,225,NA,0
13370,23.54,1,2/17/97,2,225,NA,0
13371,30.76,1,2/17/97,2,225,NA,0
13372,15.96,1,2/17/97,1,225,50.73,1
13373,18.97,7,9/26/97,1.285714286,4,10.85333333,1
13374,13.37,2,6/11/97,1,111,15.15666667,1
13375,43.17,2,4/2/97,2,181,NA,0
13376,14.37,1,2/17/97,1,225,NA,0
13377,33.4,1,2/17/97,2,225,NA,0
13378,49.37,1,2/17/97,1,225,NA,0
13379,31.87,1,2/17/97,2,225,NA,0
13380,20.96,2,8/4/97,1.5,57,18.78333333,1
13381,9.77,1,2/17/97,1,225,NA,0
13382,15.36,1,2/17/97,1,225,15.49,1
13383,61.98,1,2/17/97,2,225,NA,0
13384,60.0875,4,8/3/97,3.25,58,53.64,1
13385,14.765,2,6/28/97,1,94,16.49,1
